station_id,longitude,latitude,charge_count,TAZID
1402,113.929134,22.549984,3,324
1403,113.929314,22.663549,6,628
1407,113.93005,22.519667,3,1086
1409,113.930231,22.512993,12,1087
1410,113.930444,22.526115,6,1071
1411,113.930472,22.54242,6,326
1412,113.930998,22.512933,12,1087
1414,113.931223,22.493366,6,1094
1415,113.931272,22.516818,12,1087
1416,113.931405,22.494167,12,1094
1417,113.931863,22.512717,6,1087
1418,113.932639,22.549004,5,324
1420,113.932805,22.542201,41,326
1423,113.933986,22.56042,12,321
1424,113.934828,22.560364,3,321
1425,113.935049,22.545405,10,324
1426,113.935285,22.545938,23,324
1428,113.935363,22.557731,17,321
1429,113.935913,22.519999,6,347
1431,113.93615,22.495288,6,307
1433,113.936246,22.494419,4,307
1434,113.936386,22.606571,32,346
1435,113.936433,22.543427,4,324
1437,113.937247,22.630207,24,346
1439,113.93734,22.520385,6,347
1440,113.937401,22.520969,12,347
1441,113.93798,22.751792,20,656
1442,113.938007,22.558819,12,321
1443,113.938292,22.752069,30,656
1444,113.938413,22.626858,5,346
1445,113.938953,22.506216,18,307
1447,113.93911,22.499241,12,307
1448,113.939111,22.501351,12,307
1449,113.939339,22.502577,12,307
1450,113.939946,22.540639,30,326
1451,113.94009,22.553153,10,324
1452,113.940103,22.503192,14,307
1453,113.940834,22.533622,66,1071
1454,113.941112,22.526563,16,1072
1456,113.941143,22.526476,6,1072
1458,113.941234,22.500391,12,307
1459,113.941249,22.497786,6,307
1460,113.941449,22.500517,3,307
1461,113.941527,22.499616,6,307
1464,113.941996,22.491271,16,307
1465,113.942028,22.494838,6,307
1466,113.942558,22.56701,8,336
1467,113.942789,22.53293,13,1072
1468,113.943023,22.492329,12,307
1469,113.943556,22.5029,30,307
1470,113.943587,22.51877,5,347
1471,113.944227,22.526603,12,1072
1472,113.944887,22.541484,6,325
1473,113.945267,22.586323,12,339
1474,113.946449,22.534182,10,1072
1475,113.946877,22.581589,4,958
1476,113.946999,22.530724,10,1072
1477,113.947256,22.546191,41,323
1480,113.949093,22.541131,18,325
1481,113.950002,22.768149,12,1060
1483,113.950512,22.540999,6,325
1484,113.950976,22.52246,33,348
1486,113.95116,22.539155,17,325
1488,113.951557,22.526955,7,332
1490,113.952006,22.559674,12,322
1491,113.952036,22.526183,6,332
1492,113.952245,22.534831,17,332
1493,113.95232,22.540945,2,325
1494,113.952747,22.569027,2,333
1495,113.953011,22.55776,12,322
1496,113.953061,22.536144,14,332
1498,113.953506,22.581056,15,335
1502,113.954281,22.525936,6,332
1503,113.955276,22.55933,15,332
1504,113.955284,22.578516,6,335
1505,113.955618,22.550144,6,332
1506,113.955843,22.550011,9,332
1507,113.956389,22.558018,10,332
1508,113.956657,22.546952,6,332
1509,113.956762,22.55946,21,332
1510,113.95699,22.569623,6,333
1511,113.957255,22.539254,30,332
1512,113.957941,22.580323,22,335
1513,113.958062,22.572305,2,335
1514,113.959641,22.569406,6,333
1515,113.959656,22.572429,5,335
1516,113.960152,22.58203,3,335
1517,113.96036,22.573471,18,335
1518,113.960901,22.569655,2,333
1519,113.964945,22.528218,18,331
1520,113.965021,22.569794,10,335
1521,113.965366,22.526399,18,331
1522,113.965995,22.587332,23,340
1525,113.96682,22.541494,12,328
1526,113.967071,22.549004,18,328
1527,113.967915,22.550914,3,328
1528,113.968027,22.541207,6,328
1530,113.97071,22.695126,9,651
1531,113.971319,22.581017,10,335
1532,113.971962,22.554189,18,328
1534,113.972743,22.54934,18,329
1535,113.973854,22.553471,18,328
1536,113.973949,22.550947,49,329
1537,113.975109,22.558266,6,333
1538,113.975541,22.549257,5,329
1539,113.975574,22.547402,19,329
1540,113.976176,22.548838,19,329
1541,113.976669,22.538405,6,329
1542,113.977615,22.545333,18,329
1543,113.977979,22.537978,6,329
1544,113.978029,22.539426,6,329
1545,113.978043,22.534152,4,330
1546,113.978132,22.546132,15,329
1547,113.978263,22.546126,15,329
1549,113.98015,22.546864,3,329
1550,113.980305,22.548155,15,329
1551,113.980717,22.561908,6,335
1552,113.980837,22.561607,5,335
1553,113.981006,22.5361,12,330
1554,113.98208,22.562316,4,335
1555,113.983395,22.53531,12,330
1556,113.984651,22.560924,12,335
1557,113.984652,22.538141,18,329
1558,113.985759,22.556572,6,334
1559,113.986739,22.732779,30,644
1560,113.987595,22.535182,2,330
1561,113.98761,22.547235,12,329
1563,113.988951,22.542459,24,329
1564,113.990345,22.541958,6,329
1565,113.990661,22.67163,6,719
1566,113.991005,22.588745,63,335
1567,113.991027,22.736262,12,644
1568,113.991039,22.737962,12,1060
1569,113.991112,22.738856,2,1060
1570,113.991289,22.589744,12,335
1572,113.991728,22.54122,18,1112
1573,113.991746,22.732842,6,644
1574,113.991765,22.590705,2,335
1575,113.991978,22.738526,2,1060
1576,113.992075,22.589366,12,335
1577,113.992113,22.739608,12,1060
1578,113.992511,22.536226,15,1111
1581,113.993783,22.69064,18,726
1582,113.994306,22.59737,28,343
1583,113.99479,22.537004,11,1111
1584,113.994911,22.735241,12,687
1585,113.995476,22.535296,6,1111
1586,113.995997,22.531611,6,225
1587,113.996567,22.536059,6,1111
1588,113.998139,22.53656,3,1111
1589,113.998477,22.698506,6,715
1591,113.998884,22.736049,12,687
1592,113.999267,22.696603,10,715
1593,113.999412,22.664085,3,718
1594,114.000504,22.59265,41,335
1596,114.00096,22.537428,12,1111
1597,114.001244,22.537417,6,1111
1598,114.003079,22.670815,12,718
1599,114.004064,22.635491,40,724
1601,114.007994,22.636614,30,724
1602,114.009102,22.640442,61,724
1603,114.009274,22.635842,6,724
1604,114.010627,22.534891,3,225
1605,114.010987,22.64256,6,724
1606,114.011055,22.548647,12,1113
1607,114.011249,22.640312,12,724
1608,114.011267,22.547222,6,1113
1609,114.01144,22.632498,3,724
1610,114.011846,22.534961,3,225
1611,114.011885,22.642885,5,710
1612,114.011892,22.547691,3,1113
1613,114.01191,22.547644,2,1113
1614,114.012055,22.548341,12,1113
1615,114.012555,22.535108,8,225
1616,114.013349,22.54516,4,1113
1617,114.013445,22.629092,10,704
1618,114.013882,22.541663,3,1114
1619,114.014366,22.541996,6,1114
1620,114.014498,22.549168,6,1113
1621,114.014566,22.562702,12,235
1622,114.014713,22.641373,12,710
1623,114.015025,22.637257,22,724
1624,114.015191,22.565889,2,235
1625,114.015239,22.564382,2,235
1626,114.015799,22.564912,2,235
1627,114.015963,22.564159,2,235
1628,114.01606,22.561905,13,235
1629,114.016155,22.54725,6,1113
1630,114.016306,22.564233,2,235
1631,114.016557,22.56248,8,235
1632,114.016845,22.536691,1,226
1633,114.016962,22.63037,6,704
1634,114.018025,22.541107,16,1114
1635,114.018197,22.549514,4,1113
1636,114.018711,22.556332,20,1115
1637,114.01892,22.540155,6,1114
1639,114.019401,22.642531,32,710
1640,114.019749,22.658889,6,711
1641,114.019752,22.644334,12,710
1642,114.019848,22.533913,10,226
1643,114.019945,22.534075,10,226
1644,114.020065,22.634935,36,704
1645,114.020148,22.537806,3,226
1646,114.020299,22.542474,2,1114
1647,114.020444,22.649372,10,710
1648,114.020878,22.534074,14,226
1649,114.021208,22.644705,6,710
1650,114.021293,22.629543,17,704
1651,114.021369,22.653237,3,709
1652,114.021369,22.653237,5,709
1653,114.021476,22.664938,12,711
1654,114.021484,22.529977,20,217
1655,114.021511,22.664678,16,711
1656,114.021644,22.712304,35,691
1657,114.02169,22.542135,12,1114
1658,114.021862,22.635268,45,704
1659,114.022126,22.6314,6,704
1660,114.02222,22.529467,14,217
1661,114.02228,22.650054,4,709
1662,114.022326,22.647367,6,710
1664,114.022483,22.666759,12,712
1665,114.022508,22.531382,8,217
1666,114.022973,22.648233,6,709
1667,114.02327,22.551826,25,1115
1668,114.023596,22.529755,6,217
1669,114.023725,22.530345,24,217
1670,114.024085,22.529828,13,217
1671,114.024208,22.531691,8,217
1672,114.024578,22.629094,15,704
1673,114.024582,22.534038,12,226
1674,114.024916,22.629079,6,704
1675,114.024997,22.633932,16,703
1676,114.025093,22.540127,5,1116
1677,114.02549,22.523506,18,217
1678,114.025523,22.653106,2,709
1679,114.025571,22.523102,12,217
1680,114.026021,22.635962,12,705
1682,114.026166,22.713154,58,690
1683,114.026362,22.632913,4,703
1684,114.026501,22.551029,5,1115
1685,114.026552,22.69469,2,692
1686,114.026597,22.537611,18,226
1688,114.026874,22.532492,4,226
1689,114.026965,22.666678,12,712
1690,114.026975,22.746707,12,682
1691,114.027743,22.627125,30,703
1692,114.027803,22.522153,6,217
1693,114.027927,22.73879,12,686
1694,114.027956,22.636802,12,705
1695,114.028093,22.736966,11,686
1696,114.028156,22.656206,12,709
1697,114.02847,22.60078,4,699
1698,114.028902,22.635972,4,705
1699,114.028928,22.62188,9,703
1700,114.028946,22.600645,2,699
1701,114.029184,22.601094,4,699
1702,114.029755,22.553619,6,1115
1703,114.029918,22.534794,2,227
1705,114.030658,22.602767,11,699
1707,114.031016,22.554933,6,1115
1708,114.03102,22.652169,24,709
1710,114.031098,22.627558,12,703
1711,114.03111,22.632167,10,703
1712,114.031302,22.534946,6,227
1714,114.031562,22.536352,6,227
1717,114.031901,22.531023,17,227
1719,114.031998,22.632514,36,703
1720,114.032022,22.530696,24,227
1723,114.032113,22.744423,38,682
1724,114.032189,22.638566,6,705
1725,114.032269,22.557413,4,1110
1726,114.032531,22.660839,12,712
1728,114.033093,22.631632,15,703
1729,114.033277,22.531661,3,227
1730,114.033293,22.531743,15,227
1731,114.03358,22.526772,6,1106
1732,114.033635,22.557084,3,1110
1733,114.033683,22.519079,9,1105
1734,114.033861,22.716042,12,690
1735,114.033898,22.62907,6,703
1736,114.034562,22.65901,6,712
1738,114.035049,22.554026,12,1109
1739,114.035066,22.631653,36,703
1740,114.035533,22.554058,2,1109
1741,114.035599,22.627436,6,703
1742,114.035692,22.657107,8,712
1743,114.035875,22.553756,3,1109
1744,114.036247,22.630556,5,703
1745,114.036508,22.556261,12,1110
1746,114.036602,22.558479,10,1110
1747,114.036761,22.570501,6,1170
1748,114.037064,22.659121,3,708
1749,114.037088,22.561208,4,1110
1750,114.037155,22.640178,12,705
1751,114.038114,22.552619,1,1109
1752,114.038511,22.669049,9,731
1753,114.038834,22.731123,12,686
1754,114.039017,22.633709,6,705
1755,114.039323,22.550918,5,1109
1756,114.039729,22.521541,6,1105
1757,114.040065,22.624989,12,703
1758,114.040114,22.525856,1,1106
1759,114.040146,22.659176,8,708
1760,114.040346,22.66929,12,731
1761,114.040452,22.542985,5,1107
1762,114.040526,22.629449,36,703
1763,114.040676,22.546292,1,1107
1764,114.04085,22.542457,3,1107
1765,114.041317,22.552652,6,1109
1766,114.041581,22.610124,6,701
1767,114.041934,22.567075,8,1171
1768,114.041963,22.74508,12,686
1769,114.041963,22.74508,18,686
1770,114.042145,22.60076,12,699
1771,114.042219,22.524452,2,1106
1772,114.042222,22.549568,3,1107
1773,114.042589,22.694073,9,698
1774,114.042651,22.55508,12,1109
1775,114.042879,22.52414,1,1106
1776,114.04302,22.745204,12,686
1777,114.043206,22.525249,6,1106
1778,114.043225,22.526506,1,1106
1779,114.043545,22.57041,6,1168
1781,114.043558,22.605921,6,701
1782,114.043575,22.554668,6,1109
1783,114.043593,22.554645,6,1109
1784,114.043632,22.571679,4,1170
1785,114.043763,22.603162,12,700
1786,114.043903,22.525873,3,1106
1787,114.043948,22.550893,3,1109
1788,114.043972,22.599271,10,699
1789,114.044008,22.551321,7,202
1792,114.044162,22.516626,18,1099
1793,114.04426,22.541976,2,1062
1794,114.044307,22.567009,6,1168
1795,114.044504,22.523942,2,1100
1796,114.044518,22.543329,3,1061
1797,114.044548,22.547544,3,1061
1798,114.044555,22.617513,3,702
1799,114.044574,22.597133,5,699
1800,114.044673,22.528979,4,1100
1801,114.044686,22.55458,4,202
1802,114.044698,22.547524,2,1061
1803,114.044711,22.527085,2,1106
1804,114.044954,22.56622,3,1168
1805,114.045182,22.564524,6,203
1806,114.04525,22.507381,12,223
1807,114.045666,22.526188,18,1100
1808,114.045739,22.570004,18,1168
1809,114.045764,22.546191,2,1061
1813,114.045968,22.721363,10,693
1814,114.045986,22.568052,4,1168
1815,114.046011,22.543494,12,1061
1816,114.046142,22.593517,6,699
1817,114.046228,22.530288,24,1100
1818,114.046263,22.554647,5,202
1819,114.046272,22.571428,6,1168
1820,114.046855,22.598652,42,700
1821,114.046892,22.545902,3,1061
1822,114.047092,22.54791,6,1061
1823,114.047172,22.546775,2,1061
1825,114.04726,22.7296,49,693
1827,114.04727,22.506347,4,223
1828,114.047403,22.554129,3,202
1829,114.047872,22.560258,12,202
1830,114.048078,22.647557,20,708
1831,114.048099,22.673337,22,731
1832,114.048141,22.675134,12,731
1833,114.048288,22.672775,5,731
1834,114.048289,22.509056,54,223
1835,114.048537,22.541915,11,1062
1836,114.048948,22.748871,12,686
1837,114.049625,22.518818,1,1100
1839,114.050752,22.525552,14,1100
1840,114.050819,22.602561,12,700
1841,114.050908,22.644829,10,739
1842,114.05091,22.543973,6,1061
1843,114.050993,22.707962,6,748
1844,114.050996,22.546141,34,1061
1845,114.051,22.526685,6,1100
1846,114.051028,22.707894,7,748
1847,114.051136,22.538613,6,1062
1848,114.051237,22.53791,6,1062
1849,114.051327,22.563223,3,203
1850,114.05142,22.517507,6,1101
1852,114.052006,22.530039,3,1102
1853,114.052162,22.528082,13,1102
1856,114.052991,22.526755,12,1102
1857,114.053016,22.52257,2,1102
1858,114.053192,22.596059,12,700
1859,114.053299,22.634085,12,706
1860,114.053323,22.516533,3,1101
1861,114.053344,22.520186,18,1102
1863,114.054052,22.544005,26,1061
1864,114.05407,22.53311,8,1062
1866,114.054204,22.527708,18,1102
1867,114.054217,22.509271,3,223
1868,114.054828,22.531407,3,1102
1869,114.055075,22.560536,6,202
1870,114.055197,22.524463,12,1102
1872,114.056,22.525033,3,1102
1873,114.056014,22.514032,3,223
1874,114.056066,22.525891,3,1102
1875,114.056089,22.695303,30,751
1876,114.056366,22.591356,6,681
1877,114.056394,22.561069,6,202
1878,114.056493,22.535743,26,1062
1879,114.056606,22.534995,5,1062
1881,114.056841,22.695302,30,751
1882,114.057063,22.534251,4,1062
1883,114.057327,22.526718,3,1102
1885,114.057376,22.522617,6,1102
1886,114.057378,22.51343,6,223
1887,114.057748,22.563612,8,204
1888,114.057758,22.535761,3,1062
1889,114.057964,22.560892,8,202
1890,114.057973,22.634546,12,706
1891,114.057997,22.570833,2,1172
1892,114.058097,22.533842,3,1062
1893,114.058219,22.671338,15,732
1899,114.058643,22.56483,4,204
1901,114.058696,22.52227,6,1102
1902,114.058912,22.694639,6,751
1903,114.058951,22.560531,6,202
1904,114.059013,22.590903,6,681
1906,114.059287,22.693619,6,751
1907,114.059622,22.51861,11,1101
1912,114.059951,22.564041,6,204
1913,114.060043,22.572388,7,1172
1914,114.060064,22.593201,6,681
1915,114.060321,22.563358,6,204
1916,114.060394,22.567143,4,204
1918,114.060621,22.664709,16,741
1922,114.061227,22.51783,13,224
1923,114.061227,22.51783,16,224
1924,114.061361,22.520958,5,1104
1925,114.061546,22.571183,2,1173
1926,114.061634,22.570021,3,1173
1932,114.062451,22.534218,28,1062
1933,114.062534,22.567994,5,204
1935,114.062839,22.631418,6,706
1937,114.063068,22.607652,12,700
1939,114.063747,22.524166,12,1104
1940,114.063909,22.53332,12,206
1941,114.064015,22.532151,10,206
1942,114.064053,22.542943,9,206
1943,114.06409,22.573763,6,1173
1944,114.064322,22.690736,8,733
1945,114.064348,22.690969,3,733
1946,114.064502,22.545418,3,205
1947,114.064556,22.521438,3,224
1950,114.064723,22.520741,6,224
1951,114.064988,22.625688,16,745
1952,114.06504,22.542691,30,206
1954,114.065204,22.57143,6,1173
1955,114.065332,22.516789,3,224
1956,114.065483,22.651259,6,744
1957,114.065613,22.65176,18,744
1958,114.065799,22.651336,18,744
1959,114.06583,22.522972,12,224
1960,114.065838,22.658375,10,744
1961,114.065879,22.522938,12,224
1962,114.065988,22.546215,12,205
1963,114.066001,22.61317,9,700
1964,114.066109,22.521753,6,224
1965,114.0665,22.690363,3,733
1966,114.066576,22.543637,30,205
1967,114.066648,22.530307,10,1104
1968,114.066654,22.538933,21,206
1969,114.066796,22.522986,6,224
1970,114.066911,22.5584,18,204
1973,114.066985,22.524753,12,224
1974,114.067044,22.681487,7,729
1975,114.067055,22.532132,6,206
1976,114.067089,22.518394,6,224
1977,114.067134,22.523979,4,224
1978,114.067192,22.561121,6,204
1979,114.067247,22.525082,3,224
1980,114.067379,22.532225,24,206
1981,114.067448,22.538885,15,206
1982,114.067467,22.624271,12,746
1983,114.067697,22.572312,3,1173
1984,114.067942,22.570995,6,1173
1985,114.068004,22.624811,3,746
1986,114.068171,22.649673,9,744
1988,114.068445,22.536868,6,216
